PARTITION_DATE,AGENT_ID,HOST,BLOCKED,DEAD,IDLE,PAGING,RUNNING,SLEEPING,STOPPED,TOTAL,TOTAL_THREADS,UNKNOWN,ZOMBIES
20181102140500,gaia-master_001,add-m01,,,,,,310.0,,315.0,3592.0,,5.0
20181102140510,gaia-slave2_003,gaia-slave2,,,,,,202.0,,209.0,1910.0,,7.0
20181102140330,fsec03_012,fsec03,,,,,,233.0,,233.0,513.0,,
20181102140530,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2060.0,,8.0
20181102140100,NetMon_004,NetMon,,,,,2.0,264.0,,266.0,368.0,,
20181102140740,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140520,nv-acc-01_015,nv-acc-01,,,,,,334.0,,334.0,1102.0,,
20181102140020,fsec01_007,fsec01,,,,,,498.0,,498.0,2671.0,,
20181102141120,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1162.0,,
20181102140440,KVMHost01_013,KVMHost01,,,,,,875.0,,875.0,1157.0,,
20181102140440,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140440,kvm-host3_019,kvm-host3,,,,,1.0,521.0,,522.0,674.0,,
20181102140440,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140440,wiki_006,wiki,,,,,,215.0,,215.0,499.0,,
20181102140440,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140440,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140440,iris-client_020,iris-client,,,,,,825.0,,825.0,3420.0,,
20181102140440,WIKI_005,WIKI,,,,,,169.0,,169.0,210.0,,
20181102140440,KVMHost02_014,KVMHost02,,,,,1.0,556.0,,558.0,1178.0,,1.0
20181102140440,ivytest_018,ivytest,,,,,1.0,555.0,,556.0,2342.0,,
20181102140440,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140450,demo_data_02,gcs3,,,,,,301.0,,301.0,696.0,,
20181102140450,demo_data_01,gcs2,,,,,,312.0,,312.0,809.0,,
20181102140450,demo_data_07,mhost6,,,,,,416.0,,416.0,1024.0,,
20181102140450,demo_data_08,mhost7,,,,,,420.0,,420.0,1141.0,,
20181102140450,demo_data_06,gcs7,,,,,,304.0,,304.0,726.0,,
20181102140450,demo_data_03,gcs4,,,,,,304.0,,304.0,728.0,,
20181102140450,demo_data_04,gcs5,,,,,,319.0,,319.0,814.0,,
20181102140450,demo_data_09,iris-m01,,,,,,408.0,,408.0,929.0,,
20181102140450,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140450,demo_data_05,gcs6,,,,,,298.0,,298.0,665.0,,
20181102140150,fsec02_008,fsec02,,,,,,243.0,,243.0,557.0,,
20181102140510,gaia-master_001,add-m01,,,,,,310.0,,315.0,3593.0,,5.0
20181102140520,gaia-slave2_003,gaia-slave2,,,,,,202.0,,209.0,1912.0,,7.0
20181102140340,fsec03_012,fsec03,,,,,,233.0,,233.0,514.0,,
20181102140540,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2061.0,,8.0
20181102140110,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140750,iris-d02_022,iris-d02,,,,,2.0,200.0,,202.0,303.0,,
20181102140530,nv-acc-01_015,nv-acc-01,,,,,1.0,333.0,,334.0,1103.0,,
20181102140030,fsec01_007,fsec01,,,,,,498.0,,498.0,2671.0,,
20181102141130,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1167.0,,
20181102140450,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140450,KVMHost02_014,KVMHost02,,,,,1.0,556.0,,558.0,1182.0,,1.0
20181102140450,KVMHost01_013,KVMHost01,,,,,,875.0,,875.0,1157.0,,
20181102140450,kvm-host3_019,kvm-host3,,,,,,522.0,,522.0,671.0,,
20181102140450,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140450,iris-client_020,iris-client,,,,,1.0,824.0,,825.0,3420.0,,
20181102140450,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140450,wiki_006,wiki,,,,,,215.0,,215.0,499.0,,
20181102140450,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140450,WIKI_005,WIKI,,,,,,169.0,,169.0,210.0,,
20181102140450,ivytest_018,ivytest,,,,,1.0,555.0,,556.0,2342.0,,
20181102140450,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140500,demo_data_02,gcs3,,,,,,301.0,,301.0,696.0,,
20181102140500,demo_data_01,gcs2,,,,,,312.0,,312.0,809.0,,
20181102140500,demo_data_03,gcs4,,,,,,304.0,,304.0,729.0,,
20181102140500,demo_data_08,mhost7,,,,,,420.0,,420.0,1141.0,,
20181102140500,demo_data_07,mhost6,,,,,1.0,415.0,,416.0,1024.0,,
20181102140500,demo_data_09,iris-m01,,,,,,408.0,,408.0,929.0,,
20181102140500,demo_data_06,gcs7,,,,,,304.0,,304.0,726.0,,
20181102140500,demo_data_04,gcs5,,,,,,319.0,,319.0,814.0,,
20181102140500,demo_data_05,gcs6,,,,,3.0,295.0,,298.0,665.0,,
20181102140500,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140200,fsec02_008,fsec02,,,,,,243.0,,243.0,557.0,,
20181102140520,gaia-master_001,add-m01,,,,,,310.0,,315.0,3593.0,,5.0
20181102140530,gaia-slave2_003,gaia-slave2,,,,,1.0,202.0,,210.0,1913.0,,7.0
20181102140350,fsec03_012,fsec03,,,,,,233.0,,233.0,514.0,,
20181102140550,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2061.0,,8.0
20181102140120,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140800,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140540,nv-acc-01_015,nv-acc-01,,,,,,334.0,,334.0,1102.0,,
20181102140040,fsec01_007,fsec01,,,,,,502.0,,502.0,2675.0,,
20181102141140,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1168.0,,
20181102140500,KVMHost02_014,KVMHost02,,,,,1.0,556.0,,558.0,1176.0,,1.0
20181102140500,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140500,kvm-host3_019,kvm-host3,,,,,,522.0,,522.0,687.0,,
20181102140500,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140500,wiki_006,wiki,,,,,,215.0,,215.0,499.0,,
20181102140500,iris-client_020,iris-client,,,,,,825.0,,825.0,3420.0,,
20181102140500,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140500,KVMHost01_013,KVMHost01,,,,,1.0,874.0,,875.0,1203.0,,
20181102140500,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140500,WIKI_005,WIKI,,,,,,169.0,,169.0,210.0,,
20181102140500,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140500,ivytest_018,ivytest,,,,,1.0,555.0,,556.0,2342.0,,
20181102140510,demo_data_02,gcs3,,,,,,298.0,,298.0,693.0,,
20181102140510,demo_data_01,gcs2,,,,,,310.0,,310.0,808.0,,
20181102140510,demo_data_07,mhost6,,,,,,416.0,,416.0,1024.0,,
20181102140510,demo_data_03,gcs4,,,,,2.0,300.0,,302.0,729.0,,
20181102140510,demo_data_08,mhost7,,,,,,419.0,,419.0,1140.0,,
20181102140510,demo_data_09,iris-m01,,,,,1.0,406.0,,407.0,928.0,,
20181102140510,demo_data_06,gcs7,,,,,2.0,306.0,,308.0,898.0,,
20181102140510,demo_data_04,gcs5,,,,,,315.0,,315.0,810.0,,
20181102140510,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140510,demo_data_05,gcs6,,,,,,295.0,,295.0,662.0,,
20181102140210,fsec02_008,fsec02,,,,,,243.0,,243.0,557.0,,
20181102140530,gaia-master_001,add-m01,,,,,,310.0,,315.0,3594.0,,5.0
20181102140540,gaia-slave2_003,gaia-slave2,,,,,,203.0,,210.0,1913.0,,7.0
20181102140400,fsec03_012,fsec03,,,,,,233.0,,233.0,514.0,,
20181102140600,gaia-slave1_002,gaia-slave1,,,,,,285.0,,293.0,2062.0,,8.0
20181102140130,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140810,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140550,nv-acc-01_015,nv-acc-01,,,,,,334.0,,334.0,1102.0,,
20181102140050,fsec01_007,fsec01,,,,,,498.0,,498.0,2671.0,,
20181102141150,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1161.0,,
20181102140510,KVMHost02_014,KVMHost02,,,,,1.0,556.0,,558.0,1179.0,,1.0
20181102140510,iris-d01_021,iris-d01,,,,,,329.0,,329.0,982.0,,
20181102140510,KVMHost01_013,KVMHost01,,,,,1.0,874.0,,875.0,1161.0,,
20181102140510,kvm-host3_019,kvm-host3,,,,,,522.0,,522.0,674.0,,
20181102140510,iris-client_020,iris-client,,,,,,823.0,,823.0,3418.0,,
20181102140510,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140510,wiki_006,wiki,1.0,,,,,214.0,,215.0,499.0,,
20181102140510,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140510,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140510,WIKI_005,WIKI,,,,,,168.0,,168.0,209.0,,
20181102140510,ivytest_018,ivytest,,,,,1.0,553.0,,554.0,2340.0,,
20181102140510,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140520,demo_data_02,gcs3,,,,,,298.0,,298.0,693.0,,
20181102140520,demo_data_01,gcs2,,,,,,310.0,,310.0,807.0,,
20181102140520,demo_data_03,gcs4,,,,,,300.0,,300.0,725.0,,
20181102140520,demo_data_07,mhost6,,,,,,416.0,,416.0,1024.0,,
20181102140520,demo_data_08,mhost7,,,,,1.0,418.0,,419.0,1140.0,,
20181102140520,demo_data_06,gcs7,,,,,,304.0,,304.0,726.0,,
20181102140520,demo_data_09,iris-m01,,,,,1.0,406.0,,407.0,928.0,,
20181102140520,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140520,demo_data_04,gcs5,,,,,,315.0,,315.0,810.0,,
20181102140520,demo_data_05,gcs6,,,,,,295.0,,295.0,662.0,,
20181102140220,fsec02_008,fsec02,,,,,,243.0,,243.0,557.0,,
20181102140540,gaia-master_001,add-m01,,,,,,310.0,,315.0,3593.0,,5.0
20181102140550,gaia-slave2_003,gaia-slave2,,,,,,203.0,,210.0,1913.0,,7.0
20181102140410,fsec03_012,fsec03,,,,,,234.0,,234.0,515.0,,
20181102140610,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2061.0,,8.0
20181102140140,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140820,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140600,nv-acc-01_015,nv-acc-01,,,,,,334.0,,334.0,1102.0,,
20181102140100,fsec01_007,fsec01,,,,,,502.0,,502.0,2676.0,,
20181102141200,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1157.0,,
20181102140520,KVMHost01_013,KVMHost01,,,,,,875.0,,875.0,1165.0,,
20181102140520,kvm-host3_019,kvm-host3,,,,,,522.0,,522.0,674.0,,
20181102140520,KVMHost02_014,KVMHost02,,,,,3.0,554.0,,558.0,1183.0,,1.0
20181102140520,iris-client_020,iris-client,,,,,,823.0,,823.0,3418.0,,
20181102140520,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140520,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140520,iris-d01_021,iris-d01,,,,,,329.0,,329.0,982.0,,
20181102140520,WIKI_005,WIKI,,,,,,168.0,,168.0,209.0,,
20181102140520,wiki_006,wiki,,,,,,215.0,,215.0,499.0,,
20181102140520,ivytest_018,ivytest,,,,,1.0,553.0,,554.0,2340.0,,
20181102140520,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140520,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140530,demo_data_02,gcs3,,,,,,298.0,,298.0,693.0,,
20181102140530,demo_data_01,gcs2,,,,,,310.0,,310.0,807.0,,
20181102140530,demo_data_03,gcs4,,,,,,300.0,,300.0,725.0,,
20181102140530,demo_data_07,mhost6,,,,,1.0,415.0,,416.0,1024.0,,
20181102140530,demo_data_08,mhost7,,,,,,418.0,,418.0,1139.0,,
20181102140530,demo_data_04,gcs5,,,,,,314.0,,314.0,809.0,,
20181102140530,demo_data_06,gcs7,,,,,,304.0,,304.0,726.0,,
20181102140530,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140530,demo_data_09,iris-m01,,,,,,407.0,,407.0,929.0,,
20181102140530,demo_data_05,gcs6,,,,,,295.0,,295.0,662.0,,
20181102140230,fsec02_008,fsec02,,,,,,243.0,,243.0,558.0,,
20181102140550,gaia-master_001,add-m01,,,,,,310.0,,315.0,3593.0,,5.0
20181102140600,gaia-slave2_003,gaia-slave2,,,,,,203.0,,210.0,1913.0,,7.0
20181102140420,fsec03_012,fsec03,,,,,,234.0,,234.0,515.0,,
20181102140620,gaia-slave1_002,gaia-slave1,,,,,1.0,283.0,,292.0,2061.0,,8.0
20181102140150,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140830,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140610,nv-acc-01_015,nv-acc-01,,,,,,333.0,,333.0,1101.0,,
20181102140110,fsec01_007,fsec01,,,,,,502.0,,502.0,2675.0,,
20181102141210,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1171.0,,
20181102140530,KVMHost02_014,KVMHost02,,,,,2.0,555.0,,558.0,1179.0,,1.0
20181102140530,iris-d01_021,iris-d01,,,,,,329.0,,329.0,982.0,,
20181102140530,KVMHost01_013,KVMHost01,,,,,2.0,873.0,,875.0,1156.0,,
20181102140530,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140530,wiki_006,wiki,,,,,1.0,214.0,,215.0,499.0,,
20181102140530,kvm-host3_019,kvm-host3,,,,,,522.0,,522.0,692.0,,
20181102140530,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140530,hadoop03_011,hadoop03,,,,,1.0,243.0,,244.0,356.0,,
20181102140530,iris-client_020,iris-client,,,,,,823.0,,823.0,3418.0,,
20181102140530,WIKI_005,WIKI,,,,,,168.0,,168.0,209.0,,
20181102140530,ivytest_018,ivytest,,,,,2.0,550.0,,552.0,2338.0,,
20181102140530,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140540,demo_data_02,gcs3,,,,,,298.0,,298.0,693.0,,
20181102140540,demo_data_01,gcs2,,,,,,310.0,,310.0,807.0,,
20181102140540,demo_data_03,gcs4,,,,,,300.0,,300.0,725.0,,
20181102140540,demo_data_09,iris-m01,,,,,,407.0,,407.0,929.0,,
20181102140540,demo_data_08,mhost7,,,,,,420.0,,420.0,1142.0,,
20181102140540,demo_data_06,gcs7,,,,,,304.0,,304.0,726.0,,
20181102140540,demo_data_07,mhost6,,,,,,415.0,,415.0,1022.0,,
20181102140540,demo_data_04,gcs5,,,,,,314.0,,314.0,809.0,,
20181102140540,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140540,demo_data_05,gcs6,,,,,1.0,294.0,,295.0,662.0,,
20181102140240,fsec02_008,fsec02,,,,,,243.0,,243.0,558.0,,
20181102140600,gaia-master_001,add-m01,,,,,,310.0,,315.0,3593.0,,5.0
20181102140610,gaia-slave2_003,gaia-slave2,,,,,1.0,202.0,,210.0,1913.0,,7.0
20181102140430,fsec03_012,fsec03,,,,,,234.0,,234.0,515.0,,
20181102140630,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2061.0,,8.0
20181102140200,NetMon_004,NetMon,,,,,1.0,265.0,,266.0,368.0,,
20181102140840,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140620,nv-acc-01_015,nv-acc-01,,,,,,333.0,,333.0,1101.0,,
20181102140120,fsec01_007,fsec01,,,,,,498.0,,498.0,2671.0,,
20181102141220,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1161.0,,
20181102140540,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140540,KVMHost01_013,KVMHost01,,,,,,875.0,,875.0,1148.0,,
20181102140540,kvm-host3_019,kvm-host3,,,,,2.0,520.0,,522.0,676.0,,
20181102140540,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140540,KVMHost02_014,KVMHost02,,,,,2.0,555.0,,558.0,1172.0,,1.0
20181102140540,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140540,WIKI_005,WIKI,,,,,,168.0,,168.0,209.0,,
20181102140540,wiki_006,wiki,,,,,1.0,214.0,,215.0,499.0,,
20181102140540,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140540,ivytest_018,ivytest,,,,,1.0,550.0,,551.0,2337.0,,
20181102140540,iris-client_020,iris-client,,,,,1.0,822.0,,823.0,3418.0,,
20181102140540,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140550,demo_data_02,gcs3,,,,,,298.0,,298.0,693.0,,
20181102140550,demo_data_01,gcs2,,,,,,310.0,,310.0,807.0,,
20181102140550,demo_data_03,gcs4,,,,,1.0,299.0,,300.0,725.0,,
20181102140550,demo_data_07,mhost6,,,,,,415.0,,415.0,1022.0,,
20181102140550,demo_data_09,iris-m01,,,,,,407.0,,407.0,929.0,,
20181102140550,demo_data_08,mhost7,,,,,,420.0,,420.0,1142.0,,
20181102140550,demo_data_06,gcs7,,,,,2.0,302.0,,304.0,726.0,,
20181102140550,demo_data_04,gcs5,,,,,,315.0,,315.0,810.0,,
20181102140550,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140550,demo_data_05,gcs6,,,,,,295.0,,295.0,662.0,,
20181102140250,fsec02_008,fsec02,,,,,,243.0,,243.0,558.0,,
20181102140610,gaia-master_001,add-m01,,,,,,310.0,,315.0,3593.0,,5.0
20181102140620,gaia-slave2_003,gaia-slave2,,,,,,203.0,,210.0,1911.0,,7.0
20181102140440,fsec03_012,fsec03,,,,,,234.0,,234.0,514.0,,
20181102140640,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2060.0,,8.0
20181102140210,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140850,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140630,nv-acc-01_015,nv-acc-01,,,,,,333.0,,333.0,1102.0,,
20181102140130,fsec01_007,fsec01,,,,,,502.0,,502.0,2675.0,,
20181102141230,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1159.0,,
20181102140550,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140550,kvm-host3_019,kvm-host3,,,,,1.0,521.0,,522.0,664.0,,
20181102140550,KVMHost02_014,KVMHost02,,,,,1.0,556.0,,558.0,1179.0,,1.0
20181102140550,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140550,wiki_006,wiki,,,,,1.0,214.0,,215.0,499.0,,
20181102140550,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140550,KVMHost01_013,KVMHost01,,,,,,875.0,,875.0,1146.0,,
20181102140550,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140550,iris-client_020,iris-client,,,,,,823.0,,823.0,3418.0,,
20181102140550,WIKI_005,WIKI,,,,,,168.0,,168.0,209.0,,
20181102140550,ivytest_018,ivytest,,,,,1.0,554.0,,555.0,2342.0,,
20181102140550,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140600,demo_data_02,gcs3,,,,,,298.0,,298.0,693.0,,
20181102140600,demo_data_01,gcs2,,,,,,310.0,,310.0,807.0,,
20181102140600,demo_data_03,gcs4,,,,,,299.0,,299.0,723.0,,
20181102140600,demo_data_07,mhost6,,,,,,415.0,,415.0,1022.0,,
20181102140600,demo_data_08,mhost7,,,,,3.0,417.0,,420.0,1142.0,,
20181102140600,demo_data_09,iris-m01,,,,,,407.0,,407.0,929.0,,
20181102140600,demo_data_06,gcs7,,,,,,304.0,,304.0,726.0,,
20181102140600,demo_data_05,gcs6,,,,,,295.0,,295.0,662.0,,
20181102140600,demo_data_04,gcs5,,,,,,315.0,,315.0,811.0,,
20181102140600,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140300,fsec02_008,fsec02,,,,,1.0,241.0,,242.0,557.0,,
20181102140620,gaia-master_001,add-m01,,,,,,310.0,,315.0,3592.0,,5.0
20181102140630,gaia-slave2_003,gaia-slave2,,,,,,204.0,,211.0,1912.0,,7.0
20181102140450,fsec03_012,fsec03,,,,,,234.0,,234.0,514.0,,
20181102140650,gaia-slave1_002,gaia-slave1,,,,,,284.0,,292.0,2060.0,,8.0
20181102140220,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140900,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140640,nv-acc-01_015,nv-acc-01,,,,,,333.0,,333.0,1101.0,,
20181102140140,fsec01_007,fsec01,,,,,,500.0,,500.0,2673.0,,
20181102141240,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1154.0,,
20181102140600,KVMHost01_013,KVMHost01,,,,,2.0,873.0,,875.0,1170.0,,
20181102140600,KVMHost02_014,KVMHost02,,,,,2.0,555.0,,558.0,1174.0,,1.0
20181102140600,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140600,kvm-host3_019,kvm-host3,,,,,1.0,521.0,,522.0,681.0,,
20181102140600,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140600,wiki_006,wiki,,,,,1.0,214.0,,215.0,499.0,,
20181102140600,iris-client_020,iris-client,,,,,,823.0,,823.0,3418.0,,
20181102140600,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140600,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140600,WIKI_005,WIKI,,,,,1.0,167.0,,168.0,209.0,,
20181102140600,ivytest_018,ivytest,,,,,1.0,554.0,,555.0,2341.0,,
20181102140600,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140610,demo_data_02,gcs3,,,,,1.0,296.0,,297.0,692.0,,
20181102140610,demo_data_07,mhost6,,,,,,415.0,,415.0,1023.0,,
20181102140610,demo_data_03,gcs4,,,,,,299.0,,299.0,723.0,,
20181102140610,demo_data_08,mhost7,,,,,,420.0,,420.0,1142.0,,
20181102140610,demo_data_09,iris-m01,,,,,2.0,405.0,,407.0,929.0,,
20181102140610,demo_data_01,gcs2,,,,,,310.0,,310.0,808.0,,
20181102140610,demo_data_06,gcs7,,,,,,305.0,,305.0,898.0,,
20181102140610,demo_data_04,gcs5,,,,,1.0,313.0,,314.0,809.0,,
20181102140610,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140610,demo_data_05,gcs6,,,,,,294.0,,294.0,661.0,,
20181102140310,fsec02_008,fsec02,,,,,,242.0,,242.0,557.0,,
20181102140630,gaia-master_001,add-m01,,,,,,312.0,,317.0,3595.0,,5.0
20181102140640,gaia-slave2_003,gaia-slave2,,,,,,204.0,,211.0,1912.0,,7.0
20181102140500,fsec03_012,fsec03,,,,,,234.0,,234.0,514.0,,
20181102140700,gaia-slave1_002,gaia-slave1,,,,,,286.0,,294.0,2062.0,,8.0
20181102140230,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140910,iris-d02_022,iris-d02,,,,,1.0,201.0,,202.0,303.0,,
20181102140650,nv-acc-01_015,nv-acc-01,,,,,,333.0,,333.0,1101.0,,
20181102140150,fsec01_007,fsec01,,,,,,498.0,,498.0,2671.0,,
20181102141250,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1167.0,,
20181102140610,KVMHost02_014,KVMHost02,,,,,1.0,554.0,,556.0,1170.0,,1.0
20181102140610,KVMHost01_013,KVMHost01,,,,,1.0,874.0,,875.0,1166.0,,
20181102140610,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140610,kvm-host3_019,kvm-host3,,,,,2.0,520.0,,522.0,678.0,,
20181102140610,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140610,wiki_006,wiki,,,,,,214.0,,214.0,498.0,,
20181102140610,hadoop03_011,hadoop03,,,,,,244.0,,244.0,356.0,,
20181102140610,iris-client_020,iris-client,,,,,,823.0,,823.0,3418.0,,
20181102140610,WIKI_005,WIKI,,,,,1.0,167.0,,168.0,209.0,,
20181102140610,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140610,ivytest_018,ivytest,,,,,1.0,552.0,,553.0,2339.0,,
20181102140610,hadoop02_010,hadoop02,,,,,,244.0,,244.0,358.0,,
20181102140620,demo_data_03,gcs4,,,,,,297.0,,297.0,720.0,,
20181102140620,demo_data_01,gcs2,,,,,,309.0,,309.0,805.0,,
20181102140620,demo_data_07,mhost6,,,,,,416.0,,416.0,1025.0,,
20181102140620,demo_data_02,gcs3,,,,,,299.0,,299.0,695.0,,
20181102140620,demo_data_08,mhost7,,,,,,420.0,,420.0,1142.0,,
20181102140620,demo_data_09,iris-m01,,,,,1.0,406.0,,407.0,929.0,,
20181102140620,demo_data_06,gcs7,,,,,,303.0,,303.0,725.0,,
20181102140620,demo_data_04,gcs5,,,,,,313.0,,313.0,807.0,,
20181102140620,docker_host_03,iris-s02,,,,,,302.0,,302.0,484.0,,
20181102140620,demo_data_05,gcs6,,,,,,295.0,,295.0,663.0,,
20181102140320,fsec02_008,fsec02,,,,,,242.0,,242.0,557.0,,
20181102140640,gaia-master_001,add-m01,,,,,,312.0,,317.0,3594.0,,5.0
20181102140650,gaia-slave2_003,gaia-slave2,,,,,,204.0,,211.0,1912.0,,7.0
20181102140510,fsec03_012,fsec03,,,,,,232.0,,232.0,512.0,,
20181102140710,gaia-slave1_002,gaia-slave1,,,,,,286.0,,294.0,2062.0,,8.0
20181102140240,NetMon_004,NetMon,,,,,,266.0,,266.0,368.0,,
20181102140920,iris-d02_022,iris-d02,,,,,,202.0,,202.0,303.0,,
20181102140700,nv-acc-01_015,nv-acc-01,,,,,,333.0,,333.0,1101.0,,
20181102140200,fsec01_007,fsec01,,,,,2.0,500.0,,502.0,2676.0,,
20181102141300,iris-d03_023,iris-d03,,,,,,438.0,,438.0,1156.0,,
20181102140620,KVMHost01_013,KVMHost01,,,,,,875.0,,875.0,1165.0,,
20181102140620,iris-d01_021,iris-d01,,,,,,330.0,,330.0,983.0,,
20181102140620,kvm-host3_019,kvm-host3,,,,,2.0,520.0,,522.0,671.0,,
20181102140620,hadoop03_011,hadoop03,,,,,1.0,243.0,,244.0,356.0,,
20181102140620,docker_host_02,iris-s01,,,,,,287.0,,287.0,436.0,,
20181102140620,iris-client_020,iris-client,,,,,1.0,822.0,,823.0,3418.0,,
20181102140620,wiki_006,wiki,,,,,,214.0,,214.0,498.0,,
20181102140620,KVMHost02_014,KVMHost02,,,,,2.0,553.0,,556.0,1168.0,,1.0
20181102140620,hadoop01_009,hadoop01,,,,,,210.0,,210.0,479.0,,
20181102140620,WIKI_005,WIKI,,,,,,168.0,,168.0,209.0,,
20181102140620,ivytest_018,ivytest,,,,,2.0,552.0,,554.0,2340.0,,
